class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,2136,2,12,10,0,0,0,0,0,63942,114444,33096,2472,0,0,0,78040,0,68,0,27062,36876,182900,192586,186596,6330,0,0,0,0,38,14,0,0,0,0,0,0,0,57684,156270,0,1976,362,374,1272,900,118378,52238,36886,1568,0,122498,32184,25048,16094,8888,5764,3414,64,0,0,396680,14,62,84,0,78040,1528,165064,21090,?,?,?,?,?,?,?,?,185700,2136.34,396680,396680,256492,551.0,0,39118,395620,214152,1209600,3242,0,32,0,111572.16,0,101357.76,18,90,0,7172,81742,38696,64902,21376,36,30,0,0,122,144,396680,0,1814,70,62,12214,44024,54538,97922,3310,0,0,10,18,111954,34474,0,22,0,0,115100,344,196,0,0,0,0,0,0,0,0,1632,310,80,0,0,3018,626,780,80,0,0,0,0,1136370,420.56,200,103622,17650,11652,5896,10412,9274,10856,44142,450,0,0,0
neg,134,?,24,20,0,0,0,0,0,0,736,11706,6290,0,0,0,7348,0,74,0,0,0,21946,13940,57796,1584,0,0,0,0,24,142,0,0,0,0,0,0,0,1420,17312,0,470,492,592,626,6626,9924,2,0,0,0,12028,5190,688,232,40,14,10,494,36,0,79856,2,20,6,0,7348,528,52118,4520,?,?,?,?,?,?,?,?,56580,134.21,79856,79856,79538,63.0,0,7562,78740,18732,1209600,1244,2,6,0,10338.24,0,7330.56,10,44,0,0,260,9608,8116,748,0,0,0,0,0,6,79856,?,1094,20,44,576,576,14826,1596,0,0,0,14,236,10974,1212,0,0,0,0,11046,82,80,0,0,0,0,0,0,0,0,684,0,0,72,18,628,120,49960,4980,8392,14,0,0,0,76.04,88,8862,4418,1440,492,534,1206,1066,714,0,0,0,0
neg,14,0,48,32,0,0,0,0,0,0,8,488,5160,0,0,0,1678,0,0,0,0,0,13646,11940,3590,706,0,0,0,0,6,30,0,0,0,0,0,0,0,0,5656,0,52,22,38,834,112,1398,3200,0,0,0,4082,592,134,86,52,38,60,368,116,128,17250,0,4,12,0,1678,130,2128,1456,?,?,?,?,?,?,?,?,3480,13.71,17250,17250,18442,22,0,1672,17140,5692,1209600,328,2,0,0,2097.6,0,2692.8,4,20,0,0,0,488,3106,1160,894,8,0,0,0,4,17250,0,922,10,8,1240,70,1192,1868,332,14,0,44,48,2290,138,0,0,0,0,2290,34,30,0,0,0,0,0,0,0,0,124,0,0,1544,462,76,24,5760,574,17806,14,0,0,0,0.66,34,3638,1620,268,34,56,30,10,0,0,0,0,0
pos,865740,?,548,58,0,0,0,0,120,112154,918702,265466,60358,5594,2194,0,?,?,?,?,?,?,?,?,?,?,2,?,?,?,7030,620,0,0,0,0,0,0,0,210228,1154360,0,2060,1790,6102,18296,561188,775152,0,0,0,0,442676,453272,109810,92720,79588,56698,42088,35096,42630,10010,?,778,3116,9946,8,?,?,?,?,?,?,?,?,?,?,?,?,?,865740.7,?,?,1413790,7820,3936,?,?,1364588,?,424724,0,26,0,53824367.04,21355905.6,14346162.24,198,278,0,16314,210774,878402,240654,17260,1050,134,0,0,94,1748,?,?,422,82,299960,354770,413600,295738,16,0,0,0,326,500,694802,158558,0,14,0,0,744062,19520,3920,0,0,36380,3115216,0,0,0,0,?,73936,16858,17017222,4500594,289784,85864,990580,123684,9674960,1762,0,0,5916390,185.54,224,645198,209218,89732,39640,113440,150270,89808,27002,280,0,0,0
pos,502786,?,6832,1850,0,0,0,7732,279672,2342290,4418388,1724684,954504,909590,898706,716800,32949204,26968,3848,1196,1421058,2237202,59098606,51139520,15683834,8910462,2,0,9237250,249166,28786,748,0,0,0,0,0,0,524140,7717024,4011202,0,298546,177810,214210,542648,9653890,1365262,0,0,0,0,4306258,2298840,1689864,863024,647666,578228,857402,660748,291272,59064,76203236,1780,8494,2698,0,32949204,963572,4747920,10921672,351320,287280,275680,229800,235860,222880,237140,256640,273980,502785.18,76203236,76203236,12484810,93693.0,383186,95012,1178440,12252366,1209600,762026,380,370,0,31924336.32,24116262.72,17652526.08,7198,8622,0,72504,788360,3420782,4448562,3003844,482278,34252,1756,28,3568,10822,76203236,?,3008,672,2323292,1907710,4570350,3447108,226,0,0,0,3704,404,3827650,669260,0,850,0,0,8949380,27982,1254,0,0,3380,12238156,0,0,0,0,540166,141674,29622,0,0,898848,175766,10256340,1826068,0,0,0,0,33344760,1688.74,1704,6971810,1517450,1128990,436218,759398,935596,336234,156566,10094,10,0,0
neg,862,2,28,28,0,0,0,0,0,7682,53818,8670,7560,0,0,0,22150,0,0,0,9738,16546,64094,62856,19980,5334,8,0,0,0,82,26,0,0,0,0,0,0,0,18578,59152,0,168,24,54,806,152,46974,7790,21758,4,0,46278,16592,7350,2972,1544,968,522,618,240,646,93894,18,20,14,2,22150,530,7120,12604,?,?,?,?,?,?,?,?,19420,861.91,93894,93894,93530,282,0,9038,93340,77836,1209600,1660,2,10,0,44489.28,0,32232.96,2,34,0,2212,25034,12714,30940,5812,992,26,0,0,24,36,93894,0,1102,40,478,674,6980,23320,42882,2186,68,0,30,36,46220,13162,0,4,0,0,46354,162,98,0,0,0,0,0,0,0,0,680,102,26,0,0,1152,202,222540,22270,0,0,0,0,0,158.84,110,34020,6562,2768,1824,5342,8442,3736,15020,16,0,0,0
neg,11664,?,0,?,0,0,0,0,0,560,30536,331658,284852,97928,964,0,274782,0,0,0,808,950,748648,724880,55122,14412,0,0,0,0,0,0,31458,12412,9552,13774,6702,71278,169850,257368,174104,0,2076,238,224,338,11822,731766,34,0,0,0,218222,404032,80044,26694,11186,4474,1694,152,0,0,804678,22,404,1502,0,274782,3640,29516,25452,?,?,?,?,?,?,?,?,54000,11664.6,804678,804678,804580,3131.0,63012,79818,803120,746498,1209600,0,?,?,?,707873.28,0,36452.16,0,78,0,0,10850,102036,398530,166840,58198,9518,480,46,?,6,804678,?,2420,136,24554,76636,22420,324766,290672,4876,18,0,?,?,?,?,?,?,?,?,?,322,74,0,0,0,0,0,0,0,0,1892,1936,454,0,0,11438,1818,2758220,286144,0,2130,0,0,10664580,314.1,292,40598,68180,223012,107592,294732,11100,814,316,154,0,0,0
neg,107110,?,0,?,0,0,0,0,0,0,34288,1866270,5233614,1450678,26890,0,3801192,0,0,0,0,0,8006744,7071720,1422732,728438,0,0,0,0,0,0,0,0,0,0,0,417914,2075804,4371628,1746394,0,6872,912,2060,238170,6340242,2022550,934,0,0,0,3454358,2047212,872362,582568,443092,470400,706584,35164,0,0,9431878,0,134,908,0,3801192,127570,825258,594836,206780,203540,164100,138580,189700,141480,190040,?,166920,107109.26,9431878,9431878,9469424,35545.0,764428,83476,937780,8611740,1209600,0,?,?,?,7159529.28,0,1438966.08,0,0,0,0,0,215820,2915306,4001632,1288718,160520,27864,1880,?,0,9431878,?,17348,2330,17388,1185926,747374,5478138,1142722,20514,0,0,?,?,?,?,?,?,?,?,?,8612,900,0,0,0,0,0,0,0,0,59944,0,0,0,0,0,0,0,0,0,0,0,0,8713210,4263.5,5168,1551938,2100128,1468242,710974,1176642,770822,468098,198202,164794,1900,0,0
pos,99202,?,?,?,?,?,0,2134,152640,2286394,6451588,7393862,3982266,611642,58428,2178,6469742,15852,0,?,271214,549792,15104750,12038766,7172508,2814100,?,0,1984,0,?,?,0,0,0,0,0,0,5164,13084242,7908852,0,128416,101510,261584,467822,13469030,6569770,12,2,0,0,9431540,8455068,1181000,535370,331238,234038,245734,351654,145202,102092,22560478,?,?,?,?,6469742,351950,1972448,5184638,498480,339020,673340,768580,533180,340960,674920,321020,450560,99202.33,22560402,22560462,22352770,48259.0,?,?,679960,21063682,1209600,?,?,?,?,8790291.84,1534953.6,9577868.16,1186,8062,4168,414558,2040206,4599312,5120940,6086444,1959098,510876,224546,50798,?,?,22560402,?,59390,11604,830404,8279068,2095618,5353720,4145614,235758,6,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,214680,?,?,?,?,?,?,?,?,?,?,?,?,?,30363.9,21788,11547544,5602678,1940012,498714,643332,230006,142694,96736,245692,44186,?,?
pos,1102506,0,?,?,?,?,0,4822,214112,1068984,3082590,1111284,109664,2490,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,3778,59304,583064,3429088,1518712,0,15598,7978,8904,14234,129688,4109938,687832,619774,0,0,1659758,1236822,1147246,553946,317656,193044,119140,92772,52818,220744,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1102506.7,?,?,61157828,33036,?,?,?,59147720,?,?,?,?,?,53421312.96,0,5700383.04,238,498,61370,213188,740040,930438,1001654,1265874,1221902,154698,4706,76,?,?,?,0,8130,1146,230558,251802,352168,4315008,417032,18076,26,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2518,654382,511118,364040,147390,365942,373136,1604008,1550240,23690,0,?,?
pos,121944,?,780,734,0,0,0,0,0,0,85552,2045776,4213426,867548,17354,0,3076436,0,0,0,0,0,5909578,4077772,1987800,1597146,0,0,0,0,942,246,0,0,0,0,0,157092,4633952,2033608,405004,0,5292,2198,4176,511624,5826740,876904,2722,0,0,0,2266864,1395706,731744,603416,532978,503746,1151740,43462,0,0,7899366,0,1974,1114,44,3076436,102626,965278,1018284,335140,283600,308120,323960,315560,218040,?,?,186200,121944.63,7899366,7899366,7868170,41620,178786,47470,623080,7229656,1209600,307588,2,124,0,6464603.52,0,756943.68,0,0,0,0,988,255994,2211796,3263500,1302522,154570,34200,6086,576,596,7899366,?,13234,1894,31372,425240,269496,4588462,1880632,19326,0,0,1088,474,6354256,347090,0,137686,0,18,6540474,6194,806,0,0,0,0,0,0,0,0,70904,106166,21366,0,0,291144,51614,176620,198998,0,0,0,0,4386850,3384.82,4000,816910,1029202,902036,476514,957094,851756,719424,521202,897962,57556,0,0
neg,684,0,36,0,0,0,0,0,642,18556,54810,12562,1272,0,0,0,23398,0,0,0,12418,19752,61168,58080,39512,8420,0,0,0,0,152,104,0,0,0,0,0,0,1178,60770,25894,0,296,44,106,498,718,19118,42078,24118,866,0,59082,16878,5634,3076,1592,640,578,216,54,92,113186,0,0,0,0,23398,774,20586,18000,?,?,?,?,?,?,?,?,38680,683.56,113186,113186,111594,255.0,0,10810,112440,87968,1209600,2148,2,8,0,46098.24,0,40703.04,0,46,0,2988,36658,13654,20494,13702,326,18,2,0,0,24,113186,0,1272,52,2290,8756,9514,24754,38200,2972,32,0,0,76,2128,0,0,0,0,0,2128,236,150,0,0,0,0,0,0,0,0,956,116,18,7338,2908,1174,208,97220,9750,7416,22,0,0,0,178.64,120,42786,11504,8170,6688,12918,3602,1168,1006,0,0,0,0
neg,60848,?,3800,2742,0,0,0,0,0,0,5810,947240,2453732,689688,75478,4272,1801202,0,0,0,0,0,3714908,3247022,714920,407722,0,0,0,0,1688,4344,0,0,0,0,0,548018,2491366,723700,413136,0,5508,5206,8456,155204,3451630,550212,4,0,0,0,1935652,919250,403634,276630,203866,149588,161028,126572,0,0,4430304,320,306,424,2,1801202,53920,435208,277916,162060,194520,237960,?,?,?,?,?,113920,60847.88,4430304,4430304,4441682,20096,3670,74230,794300,4176220,1209600,131050,2,116,0,3573918.72,0,592803.84,0,0,0,0,0,181734,1850624,1772514,338214,30086,3022,26,128,158,4430304,?,4934,632,10596,423034,140004,2609574,954198,32904,344,0,3506,10428,3423950,56262,0,20702,0,0,3611858,3424,664,0,0,0,0,0,0,0,0,28160,63936,11380,0,0,162454,24724,140580,16234,0,0,0,0,2236030,1159.4,1462,634518,634538,557848,315136,917502,918548,117636,75450,4992,52,0,0
pos,213182,?,0,?,0,0,0,0,0,0,0,0,0,0,0,0,18968844,0,6318,9994,62532,122714,47234766,37703142,10692418,9061806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57991258,0,0,0,0,18968844,610980,4938722,5746950,234280,225020,239860,219360,183260,201520,182320,185100,226420,213181.84,57991258,57991258,1178,0,0,84386,1090960,0,1209600,0,?,?,?,42860520,1422837.12,10559671.68,0,0,0,0,0,0,0,0,0,0,0,0,?,0,57991258,?,0,0,0,0,0,0,0,0,0,0,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0,0,0,0,0,382392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,28980,?,424,346,0,0,0,0,0,0,14414,717438,1080178,235024,37332,1394,961900,0,0,0,0,0,1760714,1440358,467044,282572,0,0,0,0,948,200,0,0,0,0,0,84474,1803714,137998,59594,0,1154,354,792,307732,1493404,282340,4,0,0,0,745576,497204,142272,106616,85046,72300,108958,297408,30400,0,2228130,160,30,1524,2,961900,28696,226194,235284,253580,?,?,?,?,?,?,?,207900,28980.38,2228130,2228130,2225232,15346,24,98636,1013740,2085780,1209600,60056,0,124,0,1699565.76,0,384468.48,0,0,0,0,0,77592,779302,1036808,171862,16062,3784,370,604,634,2228130,?,2632,338,41112,221944,88360,1075034,637156,19096,108,0,582,494,1698046,72074,40,650,0,0,1723464,1386,156,0,0,0,0,0,0,0,0,16504,25236,5926,0,0,82670,14418,8360,824,1862950,3100,0,0,27980380,812.34,802,405354,334996,272378,127614,302876,333992,286526,21434,610,0,0,0
neg,1270,?,112,106,0,0,0,0,0,0,84,59094,10754,0,0,0,30936,0,0,0,0,0,65680,60102,9422,3502,0,0,0,0,188,38,0,0,0,0,0,0,51806,17078,1048,0,1114,10,22,24,700,68040,22,0,0,0,16074,42158,8228,2230,608,258,292,84,0,0,75126,2,12,136,0,30936,568,5024,4382,?,?,?,?,?,?,?,?,9220,1270.62,75126,75126,79782,258,0,7364,74900,69932,1209600,1502,0,2,0,63753.6,0,5050.56,0,0,0,0,0,24614,44150,820,248,100,0,0,0,4,75126,?,1180,18,54,1756,1078,9324,54284,2154,84,0,188,182,64394,48064,0,0,0,14,64462,70,54,0,0,0,0,0,0,0,0,344,92,44,0,0,602,166,500,52,0,0,0,0,270670,53.28,54,6834,5906,2926,1738,2856,46934,1732,478,528,0,0,0
pos,118228,0,?,?,0,0,0,0,20396,814568,6125442,10678056,7459158,2714368,281130,2162,14193812,0,0,?,292058,418532,27179524,23467072,6117966,3819322,0,0,772,0,7714,1566,0,0,0,0,0,0,0,1015464,27079816,0,8634,912,1688,10410,155158,25249188,1351030,1318242,18,0,14575448,8398850,1569066,1136126,649436,442478,393136,295202,345320,290218,33588426,5672,8208,3700,5710,14193812,664014,1055420,5057140,263560,286540,283900,244860,252580,244680,228140,241600,201880,118228.12,33588426,33588426,33496084,81994,634,?,912240,32899970,1209600,1249482,?,?,?,12593895.36,16617270.72,3646192.32,0,534,7298,131482,1034056,2307810,5049288,8255634,8037906,2765412,453888,52506,?,6598,33588426,0,14212,1406,165864,7262240,1470612,16595086,2563088,22736,36,0,1898,9692,10930734,1278486,0,15206,0,0,11745870,74264,1222,?,?,?,?,?,?,?,?,263926,1498,1064,0,0,1093436,235594,15520,7484,0,0,0,0,?,?,3854,17540182,6819674,1716330,350510,338628,694238,563022,72696,0,0,0,0
pos,824838,0,?,?,0,0,0,72,114710,4238422,12993742,14967928,6543894,1229732,173210,3022,23933686,2348,0,?,1794620,2516714,43000278,41193848,9975460,2899180,?,0,0,0,2814,1022,0,0,0,0,0,4350,1446820,20125656,18687616,290,49956,21254,27908,62474,312358,31477622,5402774,2910304,82,0,14640278,7668766,6019612,3285834,1859936,1432330,1175444,960842,601590,2620100,54771990,?,?,5008,1482,23933686,540268,6643294,3290722,189960,238760,251740,255840,290460,299520,226800,276000,55720,824837.58,54771990,54771990,54487192,267098,?,?,286240,48647014,1209600,873338,?,?,?,40296797.76,5612988.48,2705195.52,290,8246,22122,172948,1862124,3904200,7521312,7769258,5422298,4258076,5324184,4008210,?,?,54771990,8310,43026,6040,2241382,3488894,1141030,27734116,5416788,188208,4440,808,156,2492,11700196,6109814,29256,41578,0,0,11793354,22980,?,?,?,?,?,?,?,?,?,281962,?,?,?,?,?,?,?,?,?,?,?,?,?,?,13974,6647610,3338204,2628014,1548134,3637232,3049364,14499224,4857114,59836,0,?,?
neg,19176,?,0,?,0,0,0,0,0,0,28474,391356,805976,253286,3856,0,691692,0,546,0,0,0,1335014,1205020,219570,106088,0,0,0,0,0,0,0,0,0,0,0,91860,513944,835904,41236,0,2478,216,290,12002,1050112,417844,2,0,0,0,770624,328618,137830,86532,78210,71960,9170,0,0,0,1554848,0,8,94,36,691692,20972,103538,115064,162000,?,?,?,?,?,?,?,54740,19176.72,1554848,1554848,1566124,6332,20466,32964,342200,1482962,1209600,0,?,?,?,1282817.28,3603.84,194005.44,0,0,0,0,13008,104700,548966,622852,183050,8210,2052,106,?,0,1554848,?,3380,254,3342,162816,78704,557246,664788,12120,294,0,?,?,?,?,?,?,?,?,?,1014,74,0,0,90,3670,0,0,0,0,9932,23180,3528,0,0,57662,7494,4139340,464642,0,15844,0,0,370660,781.5,628,210784,383208,224512,130638,284786,156400,66680,21254,4682,0,0,0
neg,59744,?,1010,834,0,0,0,0,0,0,270,680012,2283444,505076,4544,0,1741578,0,0,0,0,0,3194684,2876218,445914,261686,0,0,0,0,794,176,0,0,0,0,0,352498,1422914,1290828,407106,0,3688,338,928,22476,2285788,1159896,232,0,0,0,1111140,753324,418614,307132,222548,223620,406950,30018,0,0,3641228,0,984,156,10,1741578,47196,241396,203716,157180,131040,150540,?,?,?,?,?,900,59743.59,3641228,3641228,3656842,18451.0,5480,118328,5840,3473346,1209600,126512,0,100,0,3192742.08,0,275079.36,0,0,0,0,0,95166,1424434,1481790,430022,32958,8262,714,40,44,3641228,?,6848,632,10984,222844,247552,2657884,321072,5530,0,0,1724,390,3154482,96452,32,28036,0,0,3215192,2746,108,0,0,0,0,0,0,0,0,23238,65368,11700,0,0,136736,29694,70500,17894,0,0,0,0,1537820,1168.36,1330,302004,549472,468680,238492,474074,409836,293756,223290,479206,34536,0,0
neg,60118,?,104,160,0,0,0,0,0,0,4166,238744,2896348,1397826,164838,14912,2221786,0,0,0,0,0,3862048,3158162,1107514,569522,0,0,14188,0,352,152,0,0,0,0,0,0,3152700,485646,1078488,0,4258,1950,2770,283512,3518726,905584,34,0,0,0,2332678,686486,313928,277408,267600,243914,262690,332032,98,0,4970830,22,14,108,0,2221786,79370,427428,676826,245320,278100,267100,273900,?,?,?,?,30620,60118.56,4970830,4970830,4928140,27299.0,652,2254,118900,4716834,1209600,50940,0,260,0,3673701.12,64745.28,975474.24,0,0,0,0,0,5572,1016374,2706922,907408,70210,9766,582,184,30,4970830,?,9330,1228,99676,789280,344784,3092192,367116,13110,118,0,464,1136,3427732,84480,12,7084,0,0,3714472,3274,52,0,0,120,22494,0,0,0,0,49446,17426,4606,0,0,55238,11642,144740,25086,0,0,0,0,979360,2530.46,2724,1097030,924480,497466,245616,530612,553922,586684,269310,11714,0,0,0
pos,124644,0,760,328,0,0,0,16950,244516,1275530,2925224,1853276,887426,280162,12810,0,?,?,?,?,?,?,?,?,?,?,0,?,?,?,2022,64,0,0,0,0,0,0,0,425616,6529632,540646,14504,9264,14162,23720,257268,5406278,831330,939368,0,0,3116028,1806274,487746,308934,248664,204346,173268,168912,111182,870540,?,882,1818,592,6,?,?,?,?,371040,314820,338460,286180,258020,305820,326040,297140,410680,124643.23,15560868,15560868,15469360,37399.0,1220,94128,1033840,15194664,?,521600,0,220,0,8972426.88,3525990.72,2686722.24,574,1266,50496,352214,986514,1440744,1960764,1291458,853672,383056,156806,20170,114,348,15560868,0,3796,472,483058,2346460,494804,3444730,703882,18664,28,0,592,88,4276268,975548,136,0,0,0,4885118,24186,3290,1402280,4177628,0,0,0,0,0,0,151226,95158,17434,42650766,6609068,509086,84250,813240,108348,15377468,942,0,0,67874840,1138.62,1160,2830260,1584208,822148,350662,633532,528464,626738,101996,17886,0,0,0
pos,416510,?,?,?,0,0,0,4580,766064,5245566,8651358,9026772,2750398,265658,17230,0,12583710,23514,0,?,1915038,3172046,19077190,16882818,7205312,3291860,4,0,0,0,7846,1984,0,0,0,0,0,0,1414,8809252,17916958,2,159832,97776,124034,245738,3838116,22262124,6,0,0,0,5202310,7420972,4095326,3243034,1983804,1256158,988144,1107456,798010,632412,28202718,9558,8236,21890,0,12583710,487426,2453172,4731662,365140,340620,305140,424860,257760,312660,290600,376120,87620,416509.79,28202718,28202718,28188498,199223.0,3364,?,331680,26727626,1209600,549996,?,?,?,22044695.04,0,4656206.4,?,?,56610,2338094,6404792,8420730,6957114,2230664,264180,47544,7784,114,?,1820,28202718,?,24670,4682,1682394,2412354,4879506,17669734,54286,0,0,0,2286,13078,19872304,8320142,72,37360,0,0,20195232,18576,1584,?,?,?,?,?,?,?,?,326340,102422,27726,1102829488,7283868,886158,131368,198080,43692,21057636,10138,0,0,?,?,?,4790582,3328774,2214096,1200818,2955328,4809670,5606688,1756510,65160,0,0,0
neg,61278,?,734,654,0,0,0,0,0,0,142,370080,2435146,886286,76350,2162,1624126,0,0,0,0,0,3413786,3035084,499102,329532,0,0,0,0,178,48,0,0,0,0,0,29596,2653324,441492,645754,0,2810,1290,2014,175286,3091770,496770,226,0,0,0,1432544,683962,331852,312922,298422,568538,141926,0,0,0,3913298,0,2,572,6,1624126,37042,244314,251606,137860,159040,154600,?,?,?,?,?,42580,61278.79,3913298,3913298,3910812,25082,2340,25010,279720,3770166,1209600,93746,2,94,0,3123475.2,0,644186.88,0,0,0,0,0,4358,509174,1841888,1273990,127660,11766,1330,26,32,3913298,?,4150,522,48800,368824,164894,1601090,1555134,26726,26,0,2266,134,3159608,167020,0,148,0,38,3170596,2132,764,0,0,0,0,0,0,0,0,19854,47066,9946,0,0,125618,20698,13200,9010,0,0,0,0,1278800,1101.56,1132,673914,508562,343852,170396,372506,300030,304506,272848,810240,13312,0,0
neg,95882,?,2130706432,184,0,0,0,0,0,0,113332,1327906,3509548,1103332,64070,0,2734298,0,0,0,0,0,6390582,5882724,1741142,439128,0,0,0,0,430,152,0,0,0,0,0,276868,2333476,2621120,886724,0,1844,458,894,1592,34906,6068282,10212,0,0,0,2088998,1065730,415040,365772,358062,412794,1361512,50280,0,0,8132096,0,22,172,32,2734298,57486,1477910,262078,234280,204240,190080,251500,369460,288780,?,?,196520,95881.57,8132096,8132096,8155536,35870,2708,83732,866980,6118188,1209600,198280,2,100,0,4803260.16,0,1311052.8,0,884,0,0,3638,285922,1967952,2826074,945496,74658,13078,1370,9104,9158,8132096,?,5530,758,52956,1038284,315634,3337470,1361974,5582,0,0,296,374,4668212,49476,0,107584,0,8,4840770,4712,442,0,0,0,0,0,0,0,0,29890,55902,24876,0,0,208166,36622,1045980,741870,0,0,0,0,0,1265.7,1582,1342450,852348,687802,287832,487886,350732,322752,276860,1157276,352250,0,0
pos,265174,0,4528,192,0,0,0,80,66506,1611060,6997764,8773508,4527510,1973314,522346,31458,13330060,0,0,0,667036,1144598,31334934,30578376,6353670,1173704,0,0,0,0,11434,980,0,0,0,0,0,0,0,12972220,11531326,0,19388,4954,5624,6874,1521752,19749320,1513558,1682054,22,0,13399392,5773640,1448140,877564,646608,517878,439278,362918,184362,853766,38358684,1318,1436,3574,54,13330060,417428,1900878,4440914,161940,180440,165240,169960,141820,157020,188420,194160,114480,265174.62,38358684,38358684,38257856,80784,2444,71506,822800,37217462,1209600,1164050,0,10,0,16101228.48,12505831.68,5336387.52,346,1466,14944,403416,2798212,5264656,8018502,5084988,1816118,914842,173600,14268,88,590,38358684,0,23130,3308,5362520,2697910,6056770,8828292,1477302,54066,248,0,310,10,1326082,33086,0,14,0,0,1333992,51372,12902,609520,2461084,120220,13046180,0,0,0,0,186646,92310,21730,58797552,10805262,1030182,240182,527520,61968,37544286,89504,0,0,38457900,6778.92,6344,13381370,3835168,1976062,465094,900850,1098942,1255152,1553500,37408,0,0,0
pos,1364674,?,0,?,0,0,0,0,0,19224,2615782,26744710,41474170,7493400,47262,628,39392750,57642,1266,?,47012,82584,79342536,68649096,17579420,9293898,0,0,252,0,0,0,0,0,0,0,0,3705728,46589834,23230998,4868616,0,68000,41184,57108,88334,15929682,62168760,42086,22,0,0,29310620,12251194,6166762,4820778,4080230,4080692,6222934,9076490,2213396,172080,96977218,870,4892,1140,888,39392750,1237668,9416986,8129416,260060,300380,300980,212300,221400,206360,183720,178320,18380,1364673.51,96977218,96977218,79191144,573280,644198,?,58840,78395176,1209600,0,?,?,?,73516871.04,0,4806552,0,0,0,848,509832,12350370,35408680,26641014,2970980,389052,104904,19496,?,562,96977218,?,51068,9080,3097208,2114098,5347348,62379276,5278800,118282,16,0,?,?,?,?,?,?,?,?,?,14322,1292,0,0,0,0,0,0,0,0,673272,714330,141012,0,0,1735240,272318,31978600,5459742,0,0,0,0,569875180,17122.86,22958,5155116,10414570,11598470,5768354,12160450,12717728,13586300,5020966,1960564,12658,0,0
pos,812694,?,?,?,?,?,0,0,0,0,219080,9353966,36111438,8230512,178026,2346,19730046,12232,0,?,522,1732,41795764,34556880,13868114,7071636,?,0,0,0,?,?,0,0,0,0,1411164,17130190,20555854,14798466,199694,0,36104,55252,108262,275514,26465276,27154782,174,4,0,0,17715080,12079842,4669022,3926664,3697300,3986756,4732306,3092966,194008,1424,55666296,?,?,?,?,19730046,744316,7363790,6473426,319680,298640,331440,313740,278340,377220,296920,302740,317900,812694.34,55666296,55666296,55697162,357514,?,?,1165180,54095368,1209600,?,?,?,?,46170754.56,0,7912669.44,?,?,0,0,19028,2569218,24965098,23462768,2815622,227384,36018,232,?,?,55666296,?,32970,6684,6039748,2470490,9235526,35049962,1243154,16834,0,0,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,384582,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8123348,9641728,7157908,3681922,7375466,5823398,4996888,3358728,3788348,147634,?,?
